"SAPCE1 Personal consumption expenditures (PCE) by major type of product 1/"
"(millions of current dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2016","2017","2018","2019","2020"
"02000","Alaska","9","      Food and beverages purchased for off-premises consumption",2721.7,2708.3,2742.8,2778.4,2955.2
"02000","Alaska","10","      Clothing and footwear",676.1,664.9,678.9,682.4,600.0
"02000","Alaska","11","      Gasoline and other energy goods",568.7,600.6,653.2,622.4,440.9
"02000","Alaska","12","      Other nondurable goods",2063.9,2079.7,2082.6,2118.3,2183.7
"02000","Alaska","15","      Housing and utilities",5689.6,5842.7,5998.5,6129.0,6236.5
"02000","Alaska","16","      Health care",7167.1,7456.0,8008.3,8451.0,7664.7
"02000","Alaska","17","      Transportation services",1233.5,1276.0,1329.8,1426.7,1087.0
"02000","Alaska","18","      Recreation services",1774.0,1810.1,1848.7,1898.9,1235.8
"02000","Alaska","19","      Food services and accommodations",2549.8,2565.0,2598.9,2693.3,1955.6
"02000","Alaska","20","      Financial services and insurance",2101.3,2283.8,2452.0,2511.6,2506.6
"02000","Alaska","21","      Other services",2278.4,2278.1,2382.0,2463.4,2308.5
"04000","Arizona","1","Personal consumption expenditures",244414.7,258497.8,273434.1,287659.7,287090.1
"04000","Arizona","4","      Motor vehicles and parts",10099.4,10660.0,11422.6,11695.7,13584.7
"04000","Arizona","5","      Furnishings and durable household equipment",6486.1,6997.9,7585.7,7931.7,8898.2
"04000","Arizona","6","      Recreational goods and vehicles",6320.7,6920.2,7237.2,8084.0,9579.7
"04000","Arizona","7","      Other durable goods",4716.0,4877.2,5063.1,5195.6,5032.0
"04000","Arizona","9","      Food and beverages purchased for off-premises consumption",19046.5,20013.1,20507.0,20789.1,23479.5
"04000","Arizona","10","      Clothing and footwear",7206.9,7368.1,7620.7,7752.3,7400.4
"04000","Arizona","11","      Gasoline and other energy goods",5570.9,6350.2,7199.1,7116.6,5166.2
"04000","Arizona","12","      Other nondurable goods",20117.0,21381.2,22343.6,24023.7,26944.9
"04000","Arizona","15","      Housing and utilities",47179.2,48983.4,51321.8,54252.1,56762.5
"04000","Arizona","16","      Health care",39031.9,41152.3,43505.4,46686.0,44879.4
"04000","Arizona","17","      Transportation services",9834.9,10608.7,11175.1,12237.0,8696.5
"04000","Arizona","18","      Recreation services",10615.2,11695.4,12546.5,12993.4,9795.0
"04000","Arizona","19","      Food services and accommodations",18671.1,20274.8,21596.1,22736.2,19638.8
"04000","Arizona","20","      Financial services and insurance",15295.2,16254.5,17570.4,17997.6,18859.9
"04000","Arizona","21","      Other services",20020.1,20601.4,22014.0,23593.2,22334.8
"05000","Arkansas","1","Personal consumption expenditures",94391.2,97935.1,101726.6,104429.5,104488.8
"05000","Arkansas","4","      Motor vehicles and parts",4539.3,4551.2,4576.8,4470.5,4875.0
"05000","Arkansas","5","      Furnishings and durable household equipment",2422.3,2544.6,2726.0,2835.4,3251.6
"05000","Arkansas","6","      Recreational goods and vehicles",2367.4,2392.4,2476.0,2565.0,2911.9
"05000","Arkansas","7","      Other durable goods",1260.0,1264.3,1284.2,1301.0,1275.0
"05000","Arkansas","9","      Food and beverages purchased for off-premises consumption",7445.5,7596.3,7683.7,7729.9,8704.9
"05000","Arkansas","10","      Clothing and footwear",3042.0,3076.0,3114.2,3103.5,3100.9
"05000","Arkansas","11","      Gasoline and other energy goods",3248.0,3577.5,4005.9,3823.3,2912.6
"05000","Arkansas","12","      Other nondurable goods",8557.7,8825.1,9031.2,9471.3,10144.7
"05000","Arkansas","15","      Housing and utilities",16102.6,16392.1,16858.5,17099.4,17414.2
"05000","Arkansas","16","      Health care",17117.9,18072.5,18884.9,19802.2,18770.7
"05000","Arkansas","17","      Transportation services",1996.6,2151.4,2224.7,2373.3,2095.8
"05000","Arkansas","18","      Recreation services",2551.1,2627.9,2708.4,2819.2,2241.3
"05000","Arkansas","19","      Food services and accommodations",5606.4,5823.1,6011.8,6346.0,5828.5
"05000","Arkansas","20","      Financial services and insurance",8416.6,9151.3,9977.7,10432.6,10811.4
"05000","Arkansas","21","      Other services",7177.8,7294.9,7487.7,7666.2,6963.4
"06000","California","1","Personal consumption expenditures",1651249.0,1739071.6,1835634.7,1921463.1,1835980.6
"06000","California","4","      Motor vehicles and parts",49530.7,51543.7,51900.2,49943.1,50738.3
"06000","California","5","      Furnishings and durable household equipment",36418.7,38188.5,41065.8,42695.4,45607.1
"06000","California","6","      Recreational goods and vehicles",46003.7,47282.2,51558.5,56477.4,62288.4
"06000","California","7","      Other durable goods",26936.1,27580.5,28796.8,29824.2,28313.8
"06000","California","9","      Food and beverages purchased for off-premises consumption",116078.5,119817.5,123163.4,127780.1,142904.5
"06000","California","10","      Clothing and footwear",53004.2,55797.3,58085.3,60448.1,53774.4
"06000","California","11","      Gasoline and other energy goods",28198.5,32975.2,37459.5,36999.6,27099.8
"06000","California","12","      Other nondurable goods",111351.3,115638.7,121115.8,127873.7,135249.2
"06000","California","15","      Housing and utilities",311529.8,327672.6,343389.6,359297.4,375660.0
"06000","California","16","      Health care",268054.8,284399.4,299994.7,317854.9,300684.7
"06000","California","17","      Transportation services",68488.2,71657.1,77478.5,81469.9,57343.8
"06000","California","18","      Recreation services",86630.7,91723.9,94926.7,101031.5,60464.5
"06000","California","19","      Food services and accommodations",123626.9,130252.6,138821.7,149250.1,118073.8
"06000","California","20","      Financial services and insurance",130675.6,138924.8,148770.3,149759.3,153129.1
"06000","California","21","      Other services",141127.7,148625.4,158874.9,169943.5,153467.6
"08000","Colorado","1","Personal consumption expenditures",233473.1,246598.5,259863.6,273403.4,270883.0
"08000","Colorado","4","      Motor vehicles and parts",8629.0,9224.1,9753.2,9744.7,10305.4
"08000","Colorado","5","      Furnishings and durable household equipment",6326.8,6734.2,7301.5,7668.0,8416.1
"08000","Colorado","6","      Recreational goods and vehicles",7906.8,8775.0,9486.9,10509.5,11892.6
"08000","Colorado","7","      Other durable goods",3581.2,3709.0,3897.4,4073.8,4007.6
"08000","Colorado","9","      Food and beverages purchased for off-premises consumption",18325.6,19274.8,19823.0,20637.7,23112.1
"08000","Colorado","10","      Clothing and footwear",6465.6,6550.7,6879.9,7209.3,6777.9
"08000","Colorado","11","      Gasoline and other energy goods",4456.0,5203.6,6018.3,5823.4,4364.2
"08000","Colorado","12","      Other nondurable goods",17273.6,18661.6,19421.2,20418.5,22400.7
"08000","Colorado","15","      Housing and utilities",46245.4,48668.0,50570.5,54624.4,57578.2
"08000","Colorado","16","      Health care",35705.3,36846.4,38107.6,39977.0,38002.6
"08000","Colorado","17","      Transportation services",8678.5,9346.3,10061.1,10900.1,8610.9
"08000","Colorado","18","      Recreation services",12183.7,12727.9,13347.8,13937.1,10166.6
"08000","Colorado","19","      Food services and accommodations",18223.7,19470.8,20861.9,22092.3,17705.0
"08000","Colorado","20","      Financial services and insurance",16451.7,17611.6,18789.0,18835.6,19455.6
"08000","Colorado","21","      Other services",17914.6,18446.2,19687.5,21177.7,20766.1
"09000","Connecticut","1","Personal consumption expenditures",169905.3,175076.9,181568.4,185316.3,179405.9
"09000","Connecticut","4","      Motor vehicles and parts",5412.0,5469.4,5632.0,5493.4,5483.7
"09000","Connecticut","5","      Furnishings and durable household equipment",4114.0,4224.0,4488.8,4647.6,4850.6
"09000","Connecticut","6","      Recreational goods and vehicles",4481.6,4592.0,4898.2,5125.4,5633.0
"09000","Connecticut","7","      Other durable goods",2853.6,2827.6,2831.7,2834.0,2663.5
"09000","Connecticut","9","      Food and beverages purchased for off-premises consumption",11809.7,12123.3,12079.6,12172.3,13411.4
"09000","Connecticut","10","      Clothing and footwear",4566.2,4499.1,4530.6,4556.9,4048.8
"09000","Connecticut","11","      Gasoline and other energy goods",2609.6,2966.5,3288.9,3101.7,2216.7
"09000","Connecticut","12","      Other nondurable goods",14584.2,15233.3,15417.7,15723.5,16225.0
"09000","Connecticut","15","      Housing and utilities",29080.1,29348.1,30871.2,31684.5,32473.6
"09000","Connecticut","16","      Health care",27049.1,27499.0,28158.8,29382.0,27674.5
"09000","Connecticut","17","      Transportation services",6101.3,6397.7,6740.6,6931.7,4476.9
"09000","Connecticut","18","      Recreation services",6915.7,7057.0,7137.3,7142.5,5460.0
"09000","Connecticut","19","      Food services and accommodations",9943.4,10257.3,10599.1,10928.6,8449.2
"09000","Connecticut","20","      Financial services and insurance",17569.2,18346.6,19679.7,19974.4,20204.5
"09000","Connecticut","21","      Other services",15742.3,16295.7,17056.5,17777.9,16830.0
"10000","Delaware","1","Personal consumption expenditures",40559.0,41939.0,44250.2,45864.6,44834.5
"10000","Delaware","4","      Motor vehicles and parts",1823.5,1863.4,1936.8,1928.8,1955.6
"10000","Delaware","5","      Furnishings and durable household equipment",1013.1,1041.1,1123.1,1153.0,1232.3
"10000","Delaware","6","      Recreational goods and vehicles",1137.4,1115.5,1163.2,1285.1,1443.1
"10000","Delaware","7","      Other durable goods",766.4,767.0,787.5,804.0,755.5
"10000","Delaware","9","      Food and beverages purchased for off-premises consumption",2884.9,2950.0,3063.2,3104.4,3502.3
"10000","Delaware","10","      Clothing and footwear",1256.0,1241.4,1255.9,1251.8,1106.7
"10000","Delaware","11","      Gasoline and other energy goods",867.9,993.1,1140.9,1110.8,861.9
"10000","Delaware","12","      Other nondurable goods",3241.3,3265.7,3368.6,3477.9,3622.9
"10000","Delaware","15","      Housing and utilities",7167.6,7409.1,7919.8,8326.1,8749.1
"10000","Delaware","16","      Health care",7774.0,7988.3,8293.3,8672.3,8048.6
"10000","Delaware","17","      Transportation services",986.2,1026.1,1083.0,1164.1,848.7
"10000","Delaware","18","      Recreation services",1289.9,1358.4,1436.8,1456.9,1174.0
"10000","Delaware","19","      Food services and accommodations",2804.5,2860.1,3017.4,3190.7,2519.9
"10000","Delaware","20","      Financial services and insurance",2860.2,3112.9,3395.5,3432.3,3506.9
"10000","Delaware","21","      Other services",3469.9,3686.9,3951.4,4198.4,4009.2
"11000","District of Columbia","1","Personal consumption expenditures",43139.6,45030.9,47631.1,49317.8,46453.6
"11000","District of Columbia","4","      Motor vehicles and parts",1100.2,1128.6,1179.9,1185.2,1227.4
"11000","District of Columbia","5","      Furnishings and durable household equipment",861.8,883.4,946.2,987.9,1024.2
"11000","District of Columbia","6","      Recreational goods and vehicles",926.0,1029.1,1164.8,1293.9,1595.0
"11000","District of Columbia","7","      Other durable goods",624.9,667.1,699.4,729.4,689.8
"11000","District of Columbia","9","      Food and beverages purchased for off-premises consumption",3479.9,3629.9,3705.8,3810.4,4059.9
"11000","District of Columbia","10","      Clothing and footwear",1446.9,1508.4,1540.4,1658.6,1337.6
"11000","District of Columbia","11","      Gasoline and other energy goods",576.9,640.8,768.1,821.7,572.1
"11000","District of Columbia","12","      Other nondurable goods",2739.2,2902.3,3045.1,3169.2,3162.8
"11000","District of Columbia","15","      Housing and utilities",6666.9,7032.2,7412.1,7713.9,8094.2
"11000","District of Columbia","16","      Health care",7244.4,7483.9,7664.6,7912.6,7338.6
"11000","District of Columbia","17","      Transportation services",1799.1,2078.5,2174.9,2391.6,1669.9
"11000","District of Columbia","18","      Recreation services",1172.9,1201.1,1251.5,1306.2,937.6
"11000","District of Columbia","19","      Food services and accommodations",3454.3,3575.1,3810.5,4016.2,2340.8
"11000","District of Columbia","20","      Financial services and insurance",3011.2,3166.2,3327.4,3308.4,3372.5
"11000","District of Columbia","21","      Other services",7044.7,7252.7,7668.4,7966.3,7191.5
"12000","Florida","1","Personal consumption expenditures",836468.9,874325.3,927049.5,966942.8,947905.9
"12000","Florida","4","      Motor vehicles and parts",32214.3,33216.5,34832.2,34454.4,36731.3
"12000","Florida","5","      Furnishings and durable household equipment",24074.4,25442.3,27844.7,29253.9,31656.7
"12000","Florida","6","      Recreational goods and vehicles",28118.6,29994.3,31958.3,34117.6,38455.4
"12000","Florida","7","      Other durable goods",15392.8,15659.2,16282.1,16305.0,15815.3
"12000","Florida","9","      Food and beverages purchased for off-premises consumption",63644.8,66224.5,69218.8,72451.6,80265.9
"12000","Florida","10","      Clothing and footwear",21111.7,21292.4,21986.1,22193.7,20212.9
"12000","Florida","11","      Gasoline and other energy goods",14162.5,16257.2,18063.7,17471.0,12613.5
"12000","Florida","12","      Other nondurable goods",65405.9,68451.3,71717.6,75280.3,81317.6
"12000","Florida","15","      Housing and utilities",166463.1,173418.0,182542.6,192016.6,201132.9
"12000","Florida","16","      Health care",133637.9,137409.6,144566.4,153461.8,145069.5
"12000","Florida","17","      Transportation services",26389.2,27713.7,29548.4,31604.5,22555.3
"12000","Florida","18","      Recreation services",31614.8,33615.9,35824.8,37410.1,28422.0
"12000","Florida","19","      Food services and accommodations",66012.7,68064.1,72086.3,75245.8,60011.2
"12000","Florida","20","      Financial services and insurance",80352.5,87183.7,94524.3,96417.6,99342.2
"12000","Florida","21","      Other services",64018.1,66561.5,71571.9,76083.0,67305.1
"13000","Georgia","1","Personal consumption expenditures",361907.9,380377.6,400690.3,416542.5,408752.8
"13000","Georgia","4","      Motor vehicles and parts",15724.4,16276.0,17137.9,17243.0,18632.1
"13000","Georgia","5","      Furnishings and durable household equipment",8307.5,8856.8,9679.0,10528.4,12085.6
"13000","Georgia","6","      Recreational goods and vehicles",9238.7,10126.5,10727.7,11430.0,13178.3
"13000","Georgia","7","      Other durable goods",6025.6,6207.0,6490.0,6601.8,6303.3
"13000","Georgia","9","      Food and beverages purchased for off-premises consumption",29619.4,31413.3,32320.7,33347.6,37301.3
"13000","Georgia","10","      Clothing and footwear",11612.7,11747.4,12109.1,12230.4,11342.0
"13000","Georgia","11","      Gasoline and other energy goods",9124.1,10436.2,11694.8,11232.6,8371.6
"13000","Georgia","12","      Other nondurable goods",32295.3,34218.0,36056.0,37835.5,40976.4
"13000","Georgia","15","      Housing and utilities",64051.3,66269.4,69586.8,73722.6,77008.2
"13000","Georgia","16","      Health care",59281.7,61700.6,65277.8,68008.0,63295.5
"13000","Georgia","17","      Transportation services",14376.0,14982.6,15836.5,17053.6,12535.3
"13000","Georgia","18","      Recreation services",16408.5,17370.9,17647.5,17880.6,13286.3
"13000","Georgia","19","      Food services and accommodations",25798.5,27308.3,28626.7,29964.0,25210.7
"13000","Georgia","20","      Financial services and insurance",26498.6,28392.4,30456.3,30560.5,30811.1
"13000","Georgia","21","      Other services",29695.2,31211.5,33059.9,35159.0,31692.2
"15000","Hawaii","1","Personal consumption expenditures",58783.7,61138.7,64439.0,66976.9,63427.5
"15000","Hawaii","4","      Motor vehicles and parts",1872.9,1949.4,1995.6,1938.8,1993.4
"15000","Hawaii","5","      Furnishings and durable household equipment",1313.9,1385.3,1488.8,1515.1,1627.0
"15000","Hawaii","6","      Recreational goods and vehicles",831.8,833.7,896.4,969.1,1105.5
"15000","Hawaii","7","      Other durable goods",786.1,809.4,866.3,909.3,844.9
"15000","Hawaii","9","      Food and beverages purchased for off-premises consumption",5099.4,5300.0,5546.7,5780.9,6410.4
"15000","Hawaii","10","      Clothing and footwear",1898.2,1962.5,2082.8,2090.1,1541.5
"15000","Hawaii","11","      Gasoline and other energy goods",773.4,874.4,996.4,925.5,619.3
"15000","Hawaii","12","      Other nondurable goods",4709.8,4832.3,5041.9,5314.4,5567.0
"15000","Hawaii","15","      Housing and utilities",12512.5,12925.7,13327.1,13929.1,14639.3
"15000","Hawaii","16","      Health care",8846.2,9232.6,9789.2,10386.1,9851.8
"15000","Hawaii","17","      Transportation services",1836.4,1987.1,2147.8,2315.2,1323.2
"15000","Hawaii","18","      Recreation services",2559.2,2572.6,2691.2,2669.4,1617.2
"15000","Hawaii","19","      Food services and accommodations",4377.7,4641.6,4861.7,5114.3,3368.1
"15000","Hawaii","20","      Financial services and insurance",4101.6,4409.1,4739.7,4797.3,4807.7
"15000","Hawaii","21","      Other services",4567.9,4683.6,4999.0,5339.3,4649.4
"16000","Idaho","1","Personal consumption expenditures",53704.8,57319.8,61376.3,63986.3,64780.6
"16000","Idaho","4","      Motor vehicles and parts",2447.3,2719.8,2870.3,2835.2,3181.4
"16000","Idaho","5","      Furnishings and durable household equipment",1394.7,1477.7,1622.3,1756.4,2020.6
"16000","Idaho","6","      Recreational goods and vehicles",2305.2,2465.9,2610.3,2710.5,3246.3
"16000","Idaho","7","      Other durable goods",894.4,921.2,953.0,969.9,940.8
"16000","Idaho","9","      Food and beverages purchased for off-premises consumption",4867.9,5079.3,5210.6,5361.6,5923.8
"16000","Idaho","10","      Clothing and footwear",1430.0,1453.1,1528.9,1554.8,1523.8
"16000","Idaho","11","      Gasoline and other energy goods",1811.9,2117.1,2394.5,2240.4,1719.4
"16000","Idaho","12","      Other nondurable goods",3925.7,4061.6,4157.9,4337.9,4777.8
"16000","Idaho","15","      Housing and utilities",9897.8,10378.2,11249.6,11874.1,12623.9
"16000","Idaho","16","      Health care",9959.3,10568.4,11331.4,11998.8,11269.4
"16000","Idaho","17","      Transportation services",1474.8,1614.3,1776.0,1955.8,1702.1
"16000","Idaho","18","      Recreation services",1778.3,1905.0,2022.3,2119.0,1478.1
"16000","Idaho","19","      Food services and accommodations",3495.4,3688.8,3978.7,4246.7,3911.6
"16000","Idaho","20","      Financial services and insurance",4156.5,4639.4,5132.0,5253.8,5372.6
"16000","Idaho","21","      Other services",3288.0,3500.0,3770.8,4044.1,3949.8
"17000","Illinois","1","Personal consumption expenditures",518592.3,535827.7,559565.3,574299.8,553611.6
"17000","Illinois","4","      Motor vehicles and parts",18009.2,18164.7,18542.0,18219.7,18619.2
"17000","Illinois","5","      Furnishings and durable household equipment",12007.3,12449.9,12964.3,13499.2,14626.5
"17000","Illinois","6","      Recreational goods and vehicles",14295.2,15346.1,15865.2,17474.7,20082.3
"17000","Illinois","7","      Other durable goods",8517.2,8545.5,8734.8,8954.2,8690.1
"17000","Illinois","9","      Food and beverages purchased for off-premises consumption",34030.5,35213.1,36134.4,37430.6,41251.5
"17000","Illinois","10","      Clothing and footwear",16457.2,16224.8,16688.8,16727.5,15330.6
"17000","Illinois","11","      Gasoline and other energy goods",9219.8,10489.4,12437.2,11359.2,8289.3
"17000","Illinois","12","      Other nondurable goods",41917.7,43857.1,45287.1,47900.4,51482.2
"17000","Illinois","15","      Housing and utilities",88808.4,91047.1,94424.8,95888.6,97622.4
"17000","Illinois","16","      Health care",84766.0,86510.6,89893.6,92920.9,86508.7
"17000","Illinois","17","      Transportation services",21551.3,22433.0,23484.9,24568.6,17226.9
"17000","Illinois","18","      Recreation services",20857.3,21292.2,21960.5,22438.4,16378.5
"17000","Illinois","19","      Food services and accommodations",34509.7,35834.7,37364.7,38929.4,29558.1
"17000","Illinois","20","      Financial services and insurance",41621.4,44482.8,47098.8,47892.1,48154.2
"17000","Illinois","21","      Other services",47645.1,48970.8,51382.9,53736.8,48398.2
"18000","Indiana","1","Personal consumption expenditures",230341.9,242291.0,253792.5,260120.0,257343.1
"18000","Indiana","4","      Motor vehicles and parts",9669.3,10195.2,10830.6,10804.1,11680.7
"18000","Indiana","5","      Furnishings and durable household equipment",5611.2,5944.4,6317.9,6498.6,7223.4
"18000","Indiana","6","      Recreational goods and vehicles",6688.3,7044.7,7058.8,7373.8,8209.4
"18000","Indiana","7","      Other durable goods",3671.7,3752.6,3815.4,3852.7,3774.9
"18000","Indiana","9","      Food and beverages purchased for off-premises consumption",18826.5,19557.5,19813.7,20158.2,22175.9
"18000","Indiana","10","      Clothing and footwear",6474.3,6615.5,6754.5,6812.6,6538.5
"18000","Indiana","11","      Gasoline and other energy goods",7001.2,7905.9,8995.9,8661.7,6109.2
"18000","Indiana","12","      Other nondurable goods",21296.4,22432.5,22846.8,23617.5,25386.9
"18000","Indiana","15","      Housing and utilities",39324.4,41034.5,43536.0,43806.0,45177.9
"18000","Indiana","16","      Health care",46350.2,48861.1,50840.5,53531.6,50715.0
"18000","Indiana","17","      Transportation services",6285.7,6555.2,6895.6,7152.4,6107.0
"18000","Indiana","18","      Recreation services",6663.8,6892.2,7061.2,7243.2,5334.9
"18000","Indiana","19","      Food services and accommodations",15072.3,15499.3,16159.9,16704.4,14552.5
"18000","Indiana","20","      Financial services and insurance",14121.5,15752.9,17285.9,17826.2,17908.7
"18000","Indiana","21","      Other services",15269.6,15906.0,16690.2,17364.9,16118.6
"19000","Iowa","1","Personal consumption expenditures",111435.6,115223.3,119389.8,121839.6,118904.6
"19000","Iowa","4","      Motor vehicles and parts",5852.4,6092.5,6353.8,6347.3,7073.9
"19000","Iowa","5","      Furnishings and durable household equipment",2663.7,2748.2,2867.3,2928.5,3168.8
"19000","Iowa","6","      Recreational goods and vehicles",3191.3,3296.6,3378.9,3542.4,3970.4
"19000","Iowa","7","      Other durable goods",1563.2,1569.2,1599.1,1586.3,1513.6
"19000","Iowa","9","      Food and beverages purchased for off-premises consumption",8879.0,8999.2,9055.6,8974.9,9902.7
"19000","Iowa","10","      Clothing and footwear",2902.0,2916.9,2998.6,2984.7,2780.1
"19000","Iowa","11","      Gasoline and other energy goods",4083.4,4507.2,5016.2,4786.6,3503.5
"19000","Iowa","12","      Other nondurable goods",9817.3,10094.5,10209.3,10458.7,11116.8
"19000","Iowa","15","      Housing and utilities",19074.6,19629.1,20469.3,21277.9,21831.3
"19000","Iowa","16","      Health care",19724.6,20098.5,20528.9,21140.9,19348.2
"19000","Iowa","17","      Transportation services",3118.6,3309.0,3458.5,3634.8,2995.0
"19000","Iowa","18","      Recreation services",3522.9,3539.6,3696.1,3775.0,2714.7
"19000","Iowa","19","      Food services and accommodations",6750.4,6914.3,7112.4,7262.9,6086.2
"19000","Iowa","20","      Financial services and insurance",7372.1,8103.3,8712.3,8851.2,8846.6
"19000","Iowa","21","      Other services",8367.2,8695.6,9026.7,9398.0,8580.4
"20000","Kansas","1","Personal consumption expenditures",103792.2,107133.4,111458.2,114770.6,113185.3
"20000","Kansas","4","      Motor vehicles and parts",4640.4,4773.4,4979.4,4981.5,5231.2
"20000","Kansas","5","      Furnishings and durable household equipment",2761.5,2807.0,2905.8,2934.4,3213.6
"20000","Kansas","6","      Recreational goods and vehicles",2160.5,2144.3,2144.5,2217.2,2488.2
"20000","Kansas","7","      Other durable goods",1557.9,1546.8,1588.0,1595.1,1536.7
"20000","Kansas","9","      Food and beverages purchased for off-premises consumption",8914.3,9172.5,9378.4,9624.9,10698.5
"20000","Kansas","10","      Clothing and footwear",2790.2,2763.7,2797.7,2757.3,2592.9
"20000","Kansas","11","      Gasoline and other energy goods",2698.1,2886.8,3187.2,3036.7,2148.9
"20000","Kansas","12","      Other nondurable goods",8386.3,8511.4,8768.8,9208.5,9912.0
"20000","Kansas","15","      Housing and utilities",17483.2,18180.1,18864.9,19406.7,19877.8
"20000","Kansas","16","      Health care",18477.8,18928.7,19547.0,20566.9,19542.8
"20000","Kansas","17","      Transportation services",2924.9,3023.3,3190.6,3393.5,2714.3
"20000","Kansas","18","      Recreation services",3612.1,3546.6,3720.6,3842.9,2985.0
"20000","Kansas","19","      Food services and accommodations",6222.7,6394.0,6573.5,6789.0,5972.7
"20000","Kansas","20","      Financial services and insurance",8314.9,9110.5,9884.9,10078.4,10219.1
"20000","Kansas","21","      Other services",9913.3,10256.3,10647.1,11102.9,10113.7
"21000","Kentucky","1","Personal consumption expenditures",148558.2,154166.2,160787.7,165185.9,163749.9
"21000","Kentucky","4","      Motor vehicles and parts",6381.6,6526.7,6806.8,6752.4,7160.7
"21000","Kentucky","5","      Furnishings and durable household equipment",3425.7,3582.7,3834.0,4008.3,4442.5
"21000","Kentucky","6","      Recreational goods and vehicles",3545.7,3532.3,3620.7,3760.3,4360.7
"21000","Kentucky","7","      Other durable goods",2280.2,2256.8,2320.7,2345.3,2302.1
"21000","Kentucky","9","      Food and beverages purchased for off-premises consumption",13746.5,14324.6,14500.0,14591.1,16030.9
"21000","Kentucky","10","      Clothing and footwear",3888.9,3942.6,3988.6,3994.0,3840.7
"21000","Kentucky","11","      Gasoline and other energy goods",4384.3,4896.1,5519.2,5221.5,3802.8
"21000","Kentucky","12","      Other nondurable goods",15252.4,15876.7,16354.0,16925.9,18237.1
"21000","Kentucky","15","      Housing and utilities",24521.4,25175.9,26369.2,27035.2,27926.6
"21000","Kentucky","16","      Health care",28507.9,29218.3,30000.8,31205.9,29373.4
"21000","Kentucky","17","      Transportation services",3168.6,3334.8,3577.9,3828.4,3187.8
"21000","Kentucky","18","      Recreation services",4581.4,4901.4,5062.8,5246.6,4191.4
"21000","Kentucky","19","      Food services and accommodations",9569.1,9858.6,10179.2,10617.5,9124.2
"21000","Kentucky","20","      Financial services and insurance",10199.5,11184.2,12324.1,12517.0,12774.7
"21000","Kentucky","21","      Other services",10237.5,10484.6,11019.2,11799.3,10825.4
"22000","Louisiana","1","Personal consumption expenditures",160575.5,165360.8,171430.4,176521.2,173521.0
"22000","Louisiana","4","      Motor vehicles and parts",8271.0,8266.0,8478.4,8383.5,8938.1
"22000","Louisiana","5","      Furnishings and durable household equipment",4329.9,4592.1,4788.4,4845.5,5198.4
"22000","Louisiana","6","      Recreational goods and vehicles",3302.1,3321.4,3433.7,3573.4,3968.1
"22000","Louisiana","7","      Other durable goods",2215.3,2180.3,2214.4,2221.3,2116.7
"22000","Louisiana","9","      Food and beverages purchased for off-premises consumption",13158.9,13351.0,13533.6,13710.8,15056.7
"22000","Louisiana","10","      Clothing and footwear",4968.5,4916.3,4963.3,4925.0,4611.1
"22000","Louisiana","11","      Gasoline and other energy goods",4642.3,5094.8,5618.4,5358.7,3767.0
"22000","Louisiana","12","      Other nondurable goods",15726.7,16132.0,16463.6,17062.8,17720.1
"22000","Louisiana","15","      Housing and utilities",27229.5,27707.1,28852.8,29866.8,30840.5
